ID,Age,Gender,Room_Temperature (°C),Bedtime,Wakeup_Time
547,38,Male,20,23:00,6:11
548,46,Female,25,21:21,7:38
549,36,Female,21,22:47,7:00
550,51,Male,20,23:03,6:31
551,58,Male,20,21:00,5:54
552,51,Female,24,21:31,6:26
553,45,Male,24,23:49,6:13
554,28,Male,24,22:11,6:38
555,60,Female,24,21:11,5:01
556,63,Male,23,23:13,6:42
557,23,Female,20,21:04,6:47
558,22,Male,19,21:13,6:02
559,37,Male,23,22:26,5:06
560,34,Male,19,22:48,6:07
561,24,Female,22,21:09,5:05
562,34,Male,20,22:50,7:22
563,56,Female,20,21:48,6:34
564,48,Male,21,22:35,5:35
565,42,Male,24,22:07,6:58
566,27,Female,21,23:41,7:08
567,34,Female,23,22:03,5:20
568,52,Male,18,23:50,7:17
569,55,Male,21,23:55,7:37
570,52,Male,21,23:45,7:49
571,57,Female,22,22:58,5:45
572,19,Male,19,23:04,7:30
573,35,Male,19,23:17,7:08
574,55,Male,23,23:35,6:06
575,55,Female,23,22:44,6:10
576,44,Female,24,21:55,7:54
577,58,Male,24,23:47,5:30
578,52,Female,24,21:27,7:48
579,47,Male,25,21:13,5:46
580,23,Female,19,23:38,5:15
581,56,Male,23,23:57,5:18
582,20,Male,21,23:47,6:19
583,50,Female,24,21:39,5:01
584,26,Male,25,21:23,7:09
585,54,Female,25,22:49,7:44
586,37,Female,25,21:08,5:58
587,24,Female,19,21:24,6:58
588,31,Female,20,21:00,5:00
589,45,Male,25,22:03,5:43
590,46,Female,25,23:40,7:07
591,20,Female,22,22:13,5:48
592,29,Female,19,21:06,5:45
593,36,Male,20,22:46,5:58
594,31,Male,25,23:06,7:09
595,53,Female,22,22:41,5:25
596,26,Female,23,21:25,6:03
597,59,Male,18,22:29,5:27
598,23,Female,18,23:18,5:50
599,49,Male,20,23:08,6:10
600,49,Female,19,21:27,7:21
601,32,Male,18,23:44,5:32
602,31,Male,25,22:48,6:19
603,23,Male,24,23:37,6:51
604,19,Male,21,23:01,5:46
605,30,Male,25,21:33,6:11
606,35,Male,21,23:27,7:19
607,36,Male,25,21:14,5:53
608,56,Male,18,21:20,7:35
609,22,Male,19,21:34,6:25
610,25,Female,25,23:24,7:39
611,33,Female,21,23:41,7:13
612,24,Female,24,21:40,5:09
613,43,Male,25,22:57,6:44
614,24,Female,25,22:48,5:10
615,63,Male,21,23:13,6:37
616,47,Female,24,21:01,6:07
617,54,Female,18,22:14,7:09
618,62,Female,22,22:45,7:15
619,30,Female,20,21:52,5:49
620,27,Female,18,21:13,6:32
621,19,Male,19,21:37,7:04
622,53,Female,21,23:11,5:06
623,26,Female,22,23:57,6:12
624,63,Male,19,23:08,5:27
625,34,Male,23,23:40,6:25
626,50,Female,23,21:47,5:12
627,30,Male,18,22:57,7:12
628,38,Male,20,23:24,7:36
629,24,Male,18,21:12,5:31
630,53,Male,25,21:47,5:56
631,19,Female,20,21:00,6:08
632,29,Female,18,22:08,5:55
633,28,Male,25,21:45,5:07
634,24,Male,20,21:53,5:51
635,40,Female,18,23:21,5:53
636,59,Female,19,21:01,5:36
637,39,Male,23,21:07,7:04
638,18,Female,23,21:37,7:04
639,64,Female,24,23:54,5:27
640,26,Male,20,23:12,7:16
641,40,Male,23,23:51,5:48
642,21,Male,20,23:14,7:25
643,20,Female,25,23:29,6:30
644,41,Female,20,23:03,6:29
645,58,Female,18,22:19,7:17
646,47,Male,21,22:53,6:38
647,23,Male,22,23:17,7:09
648,30,Female,25,22:36,7:26
649,39,Female,21,23:52,6:36
650,29,Female,19,23:58,6:40
651,42,Female,23,22:59,6:44
652,23,Male,20,22:09,6:22
653,44,Female,21,21:56,7:09
654,48,Female,19,22:14,7:34
655,22,Male,22,21:46,6:27
656,63,Male,23,22:12,5:38
657,42,Male,19,22:36,5:15
658,30,Male,23,21:35,6:27
659,35,Female,22,23:26,7:49
660,39,Female,24,22:02,6:06
661,33,Male,24,22:35,5:49
662,48,Male,23,23:55,6:19
663,28,Female,22,21:01,7:42
664,35,Male,22,21:25,6:29
665,34,Female,22,23:03,6:13
666,28,Male,24,23:04,5:50
667,27,Female,19,21:09,5:33
668,61,Female,21,21:29,6:18
669,32,Female,21,21:04,7:43
670,40,Female,24,22:19,7:19
671,35,Female,18,22:43,6:08
672,31,Male,25,22:30,6:06
673,30,Female,23,21:41,6:31
674,46,Male,23,23:10,6:30
675,24,Male,18,23:31,5:06
676,26,Male,25,21:55,6:43
677,64,Female,20,23:55,5:39
678,33,Female,20,22:50,7:46
679,27,Female,20,23:03,5:42
680,36,Female,18,22:20,6:34
681,33,Female,20,23:11,6:59
682,47,Female,18,23:06,7:42
683,58,Female,19,22:56,6:28
684,23,Female,23,22:10,7:09
685,51,Male,18,21:26,5:23
686,50,Male,21,22:04,7:20
687,36,Male,23,21:43,7:27
688,26,Female,23,21:41,6:33
689,30,Female,20,23:14,6:19
690,65,Male,24,21:22,7:56
691,25,Female,22,21:54,6:19
692,53,Male,21,21:59,7:17
693,47,Male,23,21:58,7:07
694,65,Female,25,22:16,5:48
695,63,Male,23,23:12,5:52
696,62,Female,21,23:56,7:40
697,44,Male,20,22:41,6:51
698,33,Male,20,23:06,6:36
699,25,Male,22,23:37,6:44
700,29,Male,24,21:45,6:09
701,55,Female,25,21:17,5:03
702,32,Male,25,21:42,5:59
703,23,Female,20,23:25,6:12
704,57,Male,23,21:25,7:43
705,51,Male,22,23:09,6:07
706,36,Female,19,22:12,6:15
707,62,Female,22,22:37,5:29
708,50,Male,22,22:45,7:03
709,36,Male,25,22:13,6:24
710,56,Female,20,22:53,5:07
711,35,Male,24,23:50,7:04
712,40,Male,20,23:05,6:12
713,59,Male,23,23:46,6:19
714,42,Female,22,21:38,6:22
715,34,Male,23,21:07,5:22
716,48,Male,21,21:49,6:15
717,51,Male,22,23:22,5:16
718,23,Male,25,22:37,5:01
719,36,Male,23,21:40,5:05
720,22,Female,18,22:39,5:53
721,41,Male,20,21:48,7:11
722,44,Male,20,22:46,6:58
723,25,Female,23,22:57,6:02
724,61,Male,22,21:37,5:02
725,47,Female,22,22:31,7:26
726,28,Male,20,23:49,7:05
727,59,Male,24,22:54,6:02
728,61,Male,20,21:34,7:22
729,29,Male,25,23:32,5:34
730,54,Male,24,22:22,6:39
731,54,Female,20,23:03,6:51
732,28,Female,20,22:44,6:02
733,33,Male,21,21:03,7:35
734,55,Female,25,21:31,6:18
735,30,Female,23,23:44,7:41
736,52,Male,20,22:43,7:57
737,51,Female,25,21:25,6:45
738,25,Male,22,21:43,6:37
739,28,Female,20,23:43,7:36
740,45,Female,24,23:09,6:16
741,37,Female,25,21:30,6:58
742,65,Male,21,23:38,6:54
743,29,Male,21,21:22,7:25
744,60,Female,18,21:08,7:43
745,60,Female,21,22:08,6:46
746,32,Male,20,21:47,5:32
747,56,Female,19,22:52,6:36
748,50,Male,25,23:55,5:22
749,47,Male,23,23:03,7:07
750,55,Female,24,23:05,5:27
751,61,Male,23,22:46,5:13
752,64,Male,19,23:47,7:42
753,49,Male,20,22:03,6:33
754,26,Female,21,21:44,6:46
755,40,Male,19,21:16,6:02
756,27,Female,18,22:47,6:38
757,32,Female,21,21:21,7:58
758,20,Female,22,21:08,5:33
759,54,Male,19,21:53,5:23
760,60,Male,23,23:40,7:59
761,58,Male,18,23:44,6:24
762,37,Female,24,23:41,6:34
763,62,Male,22,22:18,5:57
764,34,Male,18,22:00,7:52
765,41,Female,21,23:43,7:44
766,58,Male,23,23:01,6:20
767,32,Male,24,21:21,5:26
768,38,Male,20,22:29,7:59
769,31,Female,18,22:28,6:45
770,50,Female,19,21:37,6:29
771,29,Male,23,22:51,7:23
772,55,Female,22,22:38,5:46
773,36,Male,22,22:07,7:55
774,46,Female,23,23:17,5:53
775,39,Male,20,21:40,5:39
776,38,Female,20,23:08,6:01
777,54,Female,19,22:22,7:46
778,26,Male,22,22:58,7:00
779,39,Male,20,21:03,5:43
780,23,Female,23,21:05,5:43
781,37,Male,24,22:54,6:30
782,21,Male,22,22:50,5:02
783,25,Male,19,21:39,7:51
784,49,Female,24,22:54,5:50
785,23,Female,20,23:55,5:08
786,55,Female,24,21:21,5:30
787,58,Male,23,22:04,7:18
788,49,Male,20,21:30,7:58
789,27,Female,23,21:11,7:18
790,51,Male,25,22:02,5:41
791,46,Male,20,23:43,6:38
792,31,Male,19,23:28,7:50
793,21,Male,23,21:48,6:33
794,43,Female,21,23:56,5:52
795,52,Male,21,22:46,5:42
796,22,Female,18,22:57,5:08
797,20,Female,22,23:24,7:57
798,54,Female,22,22:35,5:32
799,44,Female,20,21:57,7:40
800,45,Female,23,22:08,7:34
801,39,Male,24,21:13,7:58
802,56,Male,23,23:15,6:19
803,63,Male,25,21:19,5:18
804,30,Male,18,22:25,7:12
805,42,Male,25,22:39,5:58
806,34,Male,20,21:42,5:38
807,24,Female,22,22:20,7:10
808,49,Female,19,21:21,5:52
809,43,Male,25,23:09,7:11
810,45,Male,20,22:07,5:52
811,63,Male,24,22:59,7:55
812,26,Female,18,21:23,7:03
813,20,Male,19,22:12,6:05
814,63,Female,18,22:13,7:36
815,19,Male,24,21:36,6:05
816,28,Male,24,23:02,6:16
817,55,Female,18,21:10,5:44
818,35,Male,22,22:19,7:50
819,39,Female,23,21:03,5:07
820,19,Male,19,22:58,5:48
821,33,Female,22,21:28,7:27
822,61,Male,18,21:56,5:20
823,45,Male,22,23:50,5:07
824,63,Male,22,21:46,5:56
825,20,Male,22,21:01,6:30
826,34,Male,21,23:09,6:07
827,36,Female,24,21:04,7:01
828,42,Female,23,22:04,7:41
829,23,Female,23,22:26,6:12
830,22,Male,19,21:21,6:04
831,22,Female,22,23:37,5:12
832,59,Male,20,23:21,6:28
833,18,Male,21,21:17,5:01
834,43,Male,19,23:11,6:01
835,18,Male,25,23:45,7:18
836,48,Male,23,21:50,7:11
837,56,Female,19,22:02,5:04
838,58,Female,19,21:20,6:26
839,20,Female,25,22:12,7:35
840,45,Female,24,22:16,6:27
841,47,Female,18,23:29,5:12
842,42,Male,20,22:21,5:14
843,19,Female,21,22:47,7:45
844,26,Male,24,21:36,6:36
845,51,Male,25,22:53,6:47
846,48,Male,20,23:13,7:31
847,58,Female,20,21:26,7:39
848,57,Female,23,23:04,7:20
849,35,Female,20,21:31,6:36
850,24,Male,18,23:08,5:18
851,56,Female,25,21:46,5:53
852,50,Female,24,22:52,7:30
853,49,Male,20,21:16,5:48
854,57,Female,23,23:27,5:04
855,62,Male,19,22:44,5:58
856,27,Female,23,22:29,7:39
857,49,Male,25,21:49,7:05
858,39,Male,22,22:05,6:55
859,29,Female,20,23:41,7:19
860,38,Male,22,21:59,5:45
861,53,Male,22,23:07,6:06
862,61,Female,25,23:50,5:56
863,48,Female,25,23:43,7:53
864,43,Female,21,21:59,7:06
865,65,Female,21,21:26,6:36
866,31,Male,20,21:35,7:57
867,33,Female,19,21:46,6:55
868,48,Female,22,22:44,7:37
869,35,Female,21,22:28,5:49
870,58,Female,24,22:39,6:15
871,65,Male,24,22:58,5:36
872,22,Female,22,21:39,7:52
873,48,Female,20,21:28,7:32
874,54,Male,22,21:33,5:21
875,34,Female,20,23:22,7:07
876,20,Female,18,22:58,5:26
877,18,Female,20,21:05,6:48
878,44,Female,25,21:41,6:18
879,27,Female,23,21:53,5:13
880,36,Male,19,21:51,5:56
881,31,Male,23,21:55,7:02
882,44,Male,19,22:06,7:29
883,57,Female,19,22:03,7:37
884,40,Female,25,22:48,7:41
885,52,Male,19,21:11,5:45
886,62,Female,24,21:12,5:51
887,59,Female,24,21:19,6:57
888,37,Female,22,22:33,7:20
889,41,Male,22,21:09,6:43
890,43,Male,20,21:34,6:52
891,23,Female,22,22:36,6:05
892,38,Male,18,23:07,7:27
893,54,Male,18,21:55,5:35
894,25,Male,19,22:00,5:56
895,29,Male,21,21:56,5:03
896,42,Female,22,22:24,5:04
897,23,Female,24,21:49,6:49
898,56,Female,18,23:14,5:16
899,57,Male,18,21:18,5:30
900,53,Male,19,23:41,5:24
901,64,Male,22,22:38,6:11
902,59,Female,25,21:07,7:08
903,59,Male,21,21:10,6:50
904,49,Male,18,21:55,7:34
905,48,Female,24,22:18,7:07
906,37,Female,19,21:07,7:57
907,52,Female,22,23:14,7:16
908,53,Male,20,21:35,5:23
909,22,Male,25,21:48,6:33
910,61,Female,22,21:16,6:35
911,30,Female,20,23:40,6:43
912,52,Female,24,23:25,5:41
913,53,Female,19,21:59,5:42
914,54,Male,18,22:25,5:32
915,34,Male,19,22:49,6:29
916,47,Female,20,23:10,6:49
917,29,Female,18,22:07,6:52
918,28,Female,20,21:12,6:29
919,37,Female,22,22:06,6:50
920,59,Male,18,23:54,6:33
921,58,Male,20,23:52,6:19
922,54,Female,25,23:06,7:25
923,65,Female,23,21:58,5:00
924,38,Male,20,22:28,6:30
925,19,Female,21,21:54,6:31
926,24,Male,22,23:25,5:10
927,43,Female,22,21:58,6:20
928,59,Female,22,21:17,5:32
929,43,Female,22,23:03,5:42
930,19,Female,22,22:07,5:36
931,33,Male,18,22:37,5:54
932,65,Male,22,21:14,6:12
933,25,Female,19,23:33,6:16
934,23,Female,24,21:21,7:13
935,30,Female,24,23:57,6:28
936,39,Female,25,23:00,5:22
937,41,Male,18,22:40,7:10
938,33,Female,18,22:10,5:41
939,46,Male,19,22:47,6:29
940,57,Male,23,22:16,7:59
941,29,Female,24,23:08,7:45
942,23,Male,24,21:05,6:54
943,61,Male,20,23:31,7:27
944,43,Female,19,21:00,7:05
945,52,Male,22,22:30,6:21
946,30,Male,19,22:02,5:06
947,26,Male,24,21:17,5:25
948,31,Male,22,21:12,6:33
949,29,Female,19,23:11,6:48
950,55,Male,18,22:04,6:30
951,50,Female,22,22:14,5:12
952,65,Female,24,22:59,6:43
953,53,Female,20,22:30,6:40
954,54,Female,24,22:46,5:01
955,34,Female,22,23:12,7:09
956,47,Male,25,21:54,7:10
957,37,Male,22,21:53,6:43
958,58,Female,24,21:23,7:25
959,36,Female,20,22:58,6:27
960,23,Female,23,21:04,7:07
961,61,Female,23,21:40,7:47
962,23,Female,18,21:29,6:29
963,40,Female,25,22:59,5:03
964,39,Male,25,23:11,7:22
965,28,Female,20,23:03,7:08
966,45,Male,20,21:35,6:09
967,20,Female,25,21:42,7:07
968,34,Male,24,23:50,5:34
969,44,Female,18,21:32,5:09
970,43,Male,18,23:14,5:22
971,56,Female,19,23:37,5:27
972,56,Female,19,23:23,7:04
973,53,Male,24,22:02,5:34
974,19,Female,25,22:59,7:02
975,54,Female,23,22:47,5:08
976,59,Female,18,21:38,7:27
977,51,Male,23,23:14,5:10
978,58,Male,23,21:15,6:13
979,36,Male,18,22:01,7:27
980,25,Male,24,22:10,5:29
981,27,Female,20,21:42,5:46
982,27,Male,23,23:21,6:08
983,24,Male,20,21:30,5:11
984,60,Male,19,21:18,7:48
985,58,Female,20,22:03,5:05
986,55,Male,24,23:28,7:01
987,31,Male,21,22:33,5:41
988,29,Female,24,22:17,5:23
989,62,Female,25,22:21,5:17
990,62,Male,20,21:28,6:41
991,50,Male,20,23:23,6:33
992,29,Female,24,22:21,5:21
993,37,Female,22,21:56,7:45
994,49,Male,19,21:19,5:26
995,42,Female,19,23:03,5:59
996,21,Male,19,23:26,6:15
997,54,Female,22,23:10,6:01
998,34,Female,22,22:16,6:23
999,43,Female,21,22:39,7:04
1000,44,Male,19,23:48,6:22
1001,62,Female,21,21:45,5:02
1002,55,Male,21,21:12,7:43
1003,59,Male,20,21:22,7:34
1004,57,Female,18,22:23,6:23
1005,26,Male,19,23:33,5:07
1006,65,Female,22,23:56,7:47
1007,35,Male,24,22:36,7:07
1008,51,Male,19,23:46,7:37
1009,43,Female,20,21:33,5:08
1010,52,Male,20,22:46,7:02
1011,43,Female,21,21:22,5:18
1012,65,Female,24,22:00,6:08
1013,36,Female,22,23:43,6:55
1014,52,Female,20,23:06,6:54
1015,29,Male,18,23:58,6:56
1016,49,Female,19,23:19,7:57
1017,22,Female,24,21:22,6:53
1018,30,Male,21,21:18,5:02
1019,53,Female,20,21:03,6:12
1020,31,Male,22,22:48,7:39
1021,36,Female,21,22:04,7:45
1022,29,Male,18,21:01,7:41
1023,31,Female,22,22:09,7:21
1024,30,Female,25,23:22,5:39
1025,52,Male,23,23:12,6:03
1026,51,Female,22,23:28,7:11
1027,65,Female,20,23:09,5:36
1028,47,Male,24,22:31,6:25
1029,34,Male,24,21:42,7:04
1030,50,Female,25,23:41,6:30
1031,38,Female,24,23:46,6:27
1032,33,Female,23,23:54,6:43
1033,60,Female,23,22:31,7:18
1034,53,Male,25,22:04,5:14
1035,26,Female,25,22:55,6:19
1036,46,Female,18,22:22,5:41
1037,26,Female,25,22:53,7:49
1038,36,Male,19,21:40,6:23
1039,32,Female,23,22:37,7:20
1040,64,Female,18,21:15,7:40
1041,31,Female,24,22:49,5:44
1042,19,Male,18,21:46,6:35
1043,29,Male,25,22:22,6:05
1044,64,Male,24,21:52,5:32
1045,55,Male,21,23:25,5:15
1046,29,Female,19,23:28,6:50
1047,18,Female,24,21:59,7:39
1048,40,Female,23,21:01,7:34
1049,59,Male,19,22:24,7:44
1050,33,Male,25,23:43,5:15
1051,49,Male,19,23:49,7:29
1052,37,Female,23,23:00,5:57
1053,61,Male,18,23:56,7:32
1054,31,Female,21,21:03,6:29
1055,64,Male,22,22:10,6:57
1056,45,Male,24,23:40,6:56
1057,19,Female,22,21:21,7:03
1058,47,Male,22,23:57,6:26
1059,34,Male,19,23:29,6:30
1060,26,Male,20,21:51,5:43
1061,57,Female,24,21:49,7:51
1062,26,Female,20,21:39,7:21
1063,56,Male,19,23:57,6:15
1064,49,Male,25,21:31,5:54
1065,59,Female,21,23:48,7:36
1066,28,Female,24,21:30,6:52
1067,59,Female,25,22:03,6:31
1068,53,Male,24,22:03,6:27
1069,27,Male,25,23:30,5:20
1070,29,Female,18,22:17,5:35
1071,28,Female,21,22:46,5:12
1072,41,Male,18,21:16,7:19
1073,35,Male,24,21:15,5:57
1074,39,Female,23,21:27,5:45
1075,60,Male,18,22:03,7:04
1076,29,Male,23,22:44,6:08
1077,44,Female,22,23:39,7:44
1078,45,Female,24,22:49,5:35
1079,52,Male,22,21:31,5:49
1080,52,Female,18,22:53,6:59
1081,33,Male,23,23:33,6:49
1082,23,Female,20,23:08,5:56
1083,62,Male,22,23:12,6:53
1084,59,Female,20,21:56,6:22
1085,58,Female,25,22:14,5:05
1086,55,Male,18,21:33,7:33
1087,42,Female,24,22:59,5:41
1088,39,Female,25,22:59,6:56
1089,41,Female,18,23:21,5:52
1090,21,Male,18,22:51,5:38
1091,41,Female,19,22:45,7:17
1092,50,Male,23,23:52,6:23
1093,21,Male,23,23:16,5:57
1094,45,Male,20,23:01,5:57
1095,38,Female,23,22:56,5:22
1096,54,Female,24,22:51,7:08
1097,51,Male,23,23:37,5:14
1098,55,Male,23,23:19,7:05
1099,53,Male,23,22:44,7:35
1100,38,Female,21,22:59,5:36
1101,38,Female,25,22:22,6:14
1102,40,Female,22,23:36,7:00
1103,58,Female,19,23:34,7:27
1104,61,Female,18,23:48,7:17
1105,39,Female,24,21:51,6:58
1106,23,Male,18,22:57,7:38
1107,53,Male,23,22:19,5:52
1108,31,Male,25,21:31,5:51
1109,44,Female,19,23:09,5:50
1110,35,Male,18,22:01,6:16
1111,42,Male,20,21:46,5:59
1112,59,Female,21,22:57,6:01
1113,23,Female,21,21:21,7:58
1114,63,Male,23,22:21,6:57
1115,38,Female,24,23:45,5:00
1116,19,Female,25,22:42,6:16
1117,46,Female,20,22:28,7:16
1118,45,Male,23,23:10,6:25
1119,33,Female,22,22:59,6:22
1120,49,Male,20,23:43,7:31
1121,27,Male,24,21:27,7:16
1122,23,Male,18,22:06,5:11
1123,26,Female,19,23:34,6:16
1124,64,Male,19,21:42,7:03
1125,39,Male,23,23:58,7:25
1126,49,Female,25,21:21,6:18
1127,29,Male,18,23:28,5:12
1128,49,Female,19,22:05,6:24
1129,49,Female,24,21:40,5:26
1130,26,Male,20,22:12,7:51
1131,61,Female,22,21:28,5:22
1132,50,Female,24,23:07,7:46
1133,20,Male,25,21:23,7:50
1134,43,Male,24,22:14,7:08
1135,25,Female,21,22:27,5:55
1136,34,Male,23,23:58,5:58
1137,32,Male,22,21:27,7:31
1138,27,Female,22,22:51,7:38
1139,24,Female,24,21:30,6:19
1140,38,Female,23,21:21,6:00
1141,31,Male,20,23:46,6:07
1142,47,Female,25,22:26,5:26
1143,65,Male,18,22:18,5:35
1144,29,Male,18,23:39,5:37
1145,63,Female,24,21:59,7:30
1146,55,Female,25,23:54,6:03
1147,27,Male,25,23:32,7:09
1148,31,Female,24,23:29,6:52
1149,38,Male,25,21:43,5:50
1150,50,Male,19,23:28,5:08
1151,51,Male,18,21:05,5:58
1152,50,Female,22,21:14,6:18
1153,56,Female,19,21:45,7:40
1154,55,Male,23,23:21,6:46
1155,56,Male,21,23:15,5:48
1156,23,Male,20,23:14,7:58
1157,38,Male,20,22:19,7:16
1158,42,Male,22,22:26,5:50
1159,61,Male,25,23:45,7:34
1160,54,Female,19,23:25,7:23
1161,41,Male,19,23:59,7:28
1162,26,Female,21,21:44,5:20
1163,24,Female,18,23:47,7:30
1164,18,Male,21,22:50,7:52
1165,55,Male,20,22:45,6:00
1166,52,Female,25,21:50,6:31
1167,25,Female,21,23:33,6:08
1168,60,Female,19,21:40,5:51
1169,38,Male,24,23:40,5:46
1170,45,Male,23,22:01,5:39
1171,35,Male,24,23:59,5:03
1172,61,Female,22,22:13,7:25
1173,62,Female,22,22:14,5:13
1174,52,Male,24,22:14,5:43
1175,22,Female,18,23:31,5:31
1176,55,Female,22,21:06,6:52
1177,21,Male,24,23:56,7:37
1178,43,Female,25,23:20,7:01
1179,41,Male,23,22:22,6:33
1180,36,Female,18,21:48,5:30
1181,31,Female,22,21:09,6:20
1182,60,Male,20,22:54,5:30
1183,36,Male,18,22:03,5:51
1184,64,Female,21,21:44,7:37
1185,35,Male,19,22:45,6:20
1186,43,Female,21,21:51,7:17
1187,48,Female,24,21:10,5:36
1188,40,Female,23,23:43,7:51
1189,45,Male,19,21:38,7:55
1190,28,Female,22,22:49,5:31
1191,46,Male,19,23:28,5:58
1192,36,Female,18,23:32,7:09
1193,57,Female,23,23:06,5:51
1194,54,Female,22,22:11,6:02
1195,46,Female,19,22:56,7:23
1196,38,Male,25,23:42,6:09
1197,62,Female,23,23:33,5:47
1198,30,Female,21,23:48,6:21
1199,61,Male,24,21:01,5:01
1200,22,Male,24,23:36,5:56
1201,51,Male,25,22:18,7:41
1202,24,Female,25,21:27,6:02
1203,52,Female,21,23:42,6:59
1204,38,Male,18,23:01,5:26
1205,41,Male,18,21:10,7:18
1206,44,Male,23,23:01,7:51
1207,30,Male,18,23:17,6:58
1208,61,Male,21,21:23,6:54
1209,22,Female,24,22:19,6:45
1210,19,Male,24,22:37,6:33
1211,42,Male,20,23:26,6:01
1212,28,Male,22,22:47,6:10
1213,50,Female,18,21:20,7:29
1214,51,Male,24,22:13,6:33
1215,28,Male,19,22:57,6:26
1216,55,Male,20,22:14,6:21
1217,41,Male,20,23:40,5:54
1218,47,Male,18,23:47,5:18
1219,61,Male,23,21:24,5:30
1220,65,Male,18,22:29,6:50
1221,42,Female,25,21:15,6:39
1222,59,Male,19,21:00,5:19
1223,31,Female,25,22:16,5:18
1224,54,Female,24,21:14,6:44
1225,27,Female,23,21:55,5:40
1226,19,Female,20,23:24,6:20
1227,51,Male,24,23:47,7:15
1228,29,Female,22,23:11,6:33
1229,21,Male,23,22:46,5:33
1230,36,Male,22,21:22,6:56
1231,44,Male,23,23:00,5:24
1232,20,Male,18,23:54,6:04
1233,62,Female,25,21:10,7:22
1234,59,Male,21,23:32,7:45
1235,23,Female,22,21:18,6:15
1236,25,Female,22,22:56,6:53
1237,26,Male,25,21:50,6:09
1238,33,Female,18,23:07,6:07
1239,21,Male,21,23:10,7:46
1240,54,Female,22,21:50,7:02
1241,33,Male,18,21:16,5:39
1242,35,Female,22,22:50,7:56
1243,29,Male,18,22:47,7:05
1244,62,Male,20,21:27,5:20
1245,51,Female,19,22:37,7:00
1246,26,Female,19,21:59,5:21
1247,28,Male,23,22:37,5:35
1248,59,Male,18,22:12,6:58
1249,51,Male,25,21:00,6:45
1250,33,Female,24,21:49,6:29
1251,32,Male,25,22:58,5:49
1252,61,Female,20,22:21,5:42
1253,29,Male,24,23:00,7:18
1254,29,Male,18,22:47,5:36
1255,46,Female,18,22:20,5:19
1256,24,Female,19,23:17,5:37
1257,34,Male,23,21:34,6:38
1258,42,Male,22,21:57,7:22
1259,40,Male,19,23:50,7:04
1260,64,Male,21,21:13,5:59
1261,59,Male,19,22:39,7:30
1262,49,Female,20,21:34,7:13
1263,56,Male,25,22:47,5:27
1264,32,Female,18,23:13,7:09
1265,45,Female,25,22:51,5:35
1266,45,Male,18,22:09,6:46
1267,53,Male,19,21:47,5:27
1268,29,Female,24,21:05,7:54
1269,24,Male,19,23:48,7:05
1270,41,Male,20,23:29,6:43
1271,25,Male,19,22:54,6:23
1272,49,Female,20,22:48,7:54
1273,19,Male,22,22:01,5:28
1274,43,Female,23,22:05,5:48
1275,41,Female,24,22:41,7:03
1276,30,Male,25,21:48,5:08
1277,29,Male,24,21:58,7:09
1278,20,Female,23,23:09,5:10
1279,22,Male,20,22:19,7:38
1280,34,Female,25,23:41,5:07
1281,44,Female,24,22:04,5:48
1282,61,Male,21,23:31,6:03
1283,27,Female,25,23:15,6:13
1284,32,Female,22,21:21,6:11
1285,34,Female,19,22:10,7:04
1286,25,Male,21,22:02,5:35
1287,35,Male,20,21:11,5:05
1288,46,Male,21,22:01,5:02
1289,45,Female,21,21:40,5:40
1290,46,Male,22,21:11,5:07
1291,23,Male,20,23:27,7:49
1292,51,Female,19,23:14,6:16
1293,36,Female,20,21:31,6:16
1294,38,Female,19,23:33,5:09
1295,51,Female,25,23:31,6:56
1296,51,Female,22,22:51,7:53
1297,59,Female,19,22:00,5:45
1298,33,Female,20,23:19,6:13
1299,53,Male,22,23:42,6:18
1300,46,Male,19,23:55,5:03
1301,31,Female,20,22:58,6:05
1302,55,Female,21,21:57,5:51
1303,51,Male,20,22:45,7:01
1304,35,Male,21,22:28,5:02
1305,32,Male,20,21:29,5:06
1306,22,Male,18,23:31,6:38
1307,40,Male,18,21:09,5:24
1308,59,Male,18,22:07,5:20
1309,32,Female,20,22:50,7:39
1310,20,Female,25,23:38,6:08
1311,42,Male,23,21:50,6:16
1312,46,Male,24,22:28,7:14
1313,52,Female,21,21:58,7:03
1314,44,Female,19,23:27,5:44
1315,43,Female,22,23:09,5:08
1316,36,Male,22,21:34,7:26
1317,45,Male,22,22:25,5:18
1318,61,Female,24,23:10,7:45
1319,40,Female,23,22:36,7:31
1320,50,Female,23,22:56,6:47
1321,25,Male,23,22:48,7:18
1322,53,Male,24,22:14,7:02
1323,65,Female,21,21:00,5:41
1324,27,Female,18,23:03,5:57
1325,43,Female,22,22:00,7:18
1326,62,Male,21,21:52,7:20
1327,42,Male,19,23:01,7:51
1328,20,Male,19,22:04,6:38
1329,22,Male,19,21:23,5:12
1330,53,Male,25,23:08,6:50
1331,18,Female,19,22:40,7:14
1332,61,Male,22,23:47,6:10
1333,27,Male,25,23:02,6:17
1334,29,Female,18,21:30,6:57
1335,44,Female,21,21:27,6:39
1336,56,Female,21,21:16,7:17
1337,27,Female,24,22:29,6:18
1338,63,Male,23,22:38,6:42
1339,22,Male,21,22:34,5:39
1340,24,Male,23,22:33,6:23
1341,27,Male,25,22:08,7:01
1342,53,Female,21,22:19,7:51
1343,34,Male,20,23:44,6:26
1344,52,Male,25,21:43,5:50
1345,31,Male,18,22:31,5:28
1346,24,Male,25,22:19,7:23
